Sample,Pressure (kPa),EXP_ADS (mL/g),Langmuir_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),Max. EXP Pressure (kPa),Lan. Vol. Con. VL (mL/g),Lan. Pres. Con. PL (kPa),Correlation coefficient (R^2)
Sample XI,8000,17.2,17.4706,58,1038,0.41,18.91,37.28,81.09,84.83,4.74,9.95,5.21,2.31,1.13,3228,21.21,3228,0.9621
Sample IX,500,1.6,2.4074,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,1000,3.1,4.0625,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,2000,5.4,6.2857,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,3000,7,7.8,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,4000,8.6,8.8889,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,5000,9.8,9.7059,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,6000,10.6,10.3333,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,7000,11.1,10.8276,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,8000,11.6,11.2353,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample V,500,2.8,3.9277,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,1000,5.3,6.625,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,2000,8.1,9.7059,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,3000,10.2,11.375,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,4000,11.9,12.5,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,5000,13,13.3077,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,6000,13.8,13.9231,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,7000,14.4,14.4074,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,8000,14.9,14.7895,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample XVI,500,3.4,4.375,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,1000,6.5,6.4815,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,2000,9.8,9.7222,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,3000,11.5,11.25,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,4000,13,12.4138,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,5000,14.3,13.25,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,6000,15.2,13.8462,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,7000,15.8,14.2857,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XVI,8000,16.1,14.6154,50.5,760,0.82,18.83,21.84,81.17,88.42,4.51,7.07,4.51,2.08,1,3210,20.28,3210,0.9438
Sample XII,500,3,4.2045,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,1000,5.7,6.5278,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,2000,9.3,10.2778,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,3000,11.6,12.1429,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,4000,13.3,13.4848,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,5000,14.5,14.4444,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,6000,15.4,15.1852,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,7000,16.1,15.7778,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample XII,8000,16.8,16.2632,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9797
Sample IX,500,1.7,2.25,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,1000,3,3.375,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,2000,5.4,5.1923,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,3000,7,6.3462,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,4000,8.6,7.3636,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,5000,9.7,8.1818,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,6000,10.5,8.8571,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,7000,11.1,9.4286,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,8000,11.6,9.9231,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,9000,12,10.3571,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample IX,10000,12.3,10.7419,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9119
Sample II,500,3.6,5.4545,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,1000,7.2,8.5714,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,2000,10.8,12.6316,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,3000,13.4,15,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,4000,16.2,16.8421,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,5000,17.8,18.1818,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,6000,19,19.2,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,7000,20.3,20,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample II,8000,21,20.6897,25.3,937,0.72,13.65,28.37,86.35,19.8,23.86,0.51,79.7,4.37,1.19,3055,17.42,3055,0.9595
Sample VIII,500,3.2,4.6512,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,1000,6.2,7.1429,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,2000,9.2,11.1111,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,3000,11.6,13.3333,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,4000,13.8,14.8148,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,5000,15.1,15.873,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,6000,16.3,16.6667,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,7000,17,17.283,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample VIII,8000,17.5,17.7778,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.9597
Sample X,500,2.9,3.913,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,1000,5.5,6,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,2000,8.4,9.4737,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,3000,10.8,11.6129,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,4000,12.3,13.0435,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,5000,13.5,14.1176,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,6000,14.6,14.9505,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,7000,15.2,15.617,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample X,8000,15.8,16.1607,50.2,750,1.21,21.04,13.91,78.96,90.4,1.2,0,9.6,13.49,1.29,3442,20.96,3442,0.9729
Sample XII,500,2.6,3.3582,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,1000,5,5.3704,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,2000,7.6,8.3333,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,3000,10,10.3846,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,4000,11.3,11.7647,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,5000,12.7,12.7273,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,6000,13.9,13.4211,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,7000,14.7,13.9423,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample XII,8000,15.3,14.3478,48,665,0.95,20.15,16.51,79.85,86.81,3.92,9.27,3.92,1.3,1.16,3365,18.34,3365,0.9791
Sample V,500,2.4,2.8571,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,1000,4.8,4.5714,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,2000,7.4,7.2727,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,3000,9.8,9.2308,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,4000,11.2,10.6667,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,5000,12.5,11.7647,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,6000,13.8,12.6316,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,7000,14.6,13.3333,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample V,8000,15,13.913,53.2,858,0.99,16.91,14.23,83.09,65.34,7.17,5.58,29.08,2.33,1.07,3170,25.17,3170,0.9574
Sample XV,500,2.8,3.3,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,1000,4.9,5.2,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,2000,7,7.6,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,3000,9,9.4,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,4000,10.5,10.8,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,5000,11.5,11.9,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,6000,12.4,12.8,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,7000,12.9,13.5,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XV,8000,13.4,14.1,59.7,1102,0.82,16.58,8.71,83.42,91.63,0.81,7.56,0.81,0.8,1.32,3014,24.68,3014,0.9812
Sample XIV,500,2.5,2.9,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,1000,4.8,5.1,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,2000,7.8,7.9,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,3000,10,9.9,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,4000,11.5,11.4,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,5000,12.8,12.6,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,6000,13.6,13.6,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,7000,14.4,14.4,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XIV,8000,15,15.1,55.6,950,0.33,17.53,13.68,82.47,89.49,3.37,7.14,3.37,2,1.13,3069,23.62,3069,0.9979
Sample XI,500,3.2,3.6,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,1000,6,6.2,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,2000,9.4,9.3,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,3000,11.6,11.4,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,4000,13.2,13.1,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,5000,15,14.6,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,6000,16.1,15.9,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,7000,16.7,17,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample XI,8000,17.2,17.9,50.8,771,1.65,24.66,7.86,75.34,18.86,55.24,0,81.14,16.09,1.09,3150,19.95,3150,0.9947
Sample VIII,500,3.4,3.8,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,1000,6.4,6.6,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,2000,9.8,9.9,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,3000,11.7,12,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,4000,13.1,13.5,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,5000,14.4,14.8,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,6000,15.3,15.9,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,7000,15.9,16.8,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
Sample VIII,8000,16.3,17.5,51.6,799,0.95,17.28,21.95,82.72,93.65,0.53,0,6.35,17.47,1.27,3216,15.2,3216,0.98
BH A/12,372.826087,1,1.35512043,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,881.0344828,2.137931034,2.962318841,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,1727.640346,3.551724138,5.164139642,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,2709.336998,4.75862069,7.175103445,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,3725.112444,6.275862069,8.824059378,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,4689.871731,7.448275862,10.09729657,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,5722.001499,8.310344828,11.2254016,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,6737.077295,9,12.15513356,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,7734.895052,9.275862069,12.93413748,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,8733.004331,9.896551724,13.60708261,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,9747.84691,10.31034483,14.20329013,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,10762.48542,10.48275862,14.72677463,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,11726.3993,10.65517241,15.16826548,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
,12723.95469,10.62068966,15.57704428,30,547.28,3.2,40.1,25.4,59.9,30.8,0,18.3,31.5,19.4,0.72,12723.95469,15.94908015,5610.730681,0.995007549
BH A/17,410.7579462,0.910116778,1.461641321,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,872.8606357,1.995186965,2.891793632,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,1711.491443,3.500777951,5.039479164,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,2772.616137,5.111819721,7.156705666,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,3765.281174,6.128284918,8.713310967,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,4757.94621,7.10978508,9.977984373,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,5733.496333,7.601732009,11.0092686,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,6709.046455,8.338434182,11.88005738,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,7718.826406,8.900396669,12.64930553,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,8728.606357,9.217603912,13.31182945,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,9755.501222,9.709679074,13.89752688,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,10731.05134,9.991835793,14.38665385,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,11740.8313,10.37897311,14.83573098,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
,12750.61125,10.62625028,15.23599186,30,632.29,3,41.2,27.2,58.8,65.7,0,5.7,15.4,13.2,0.71,12750.61125,15.36216904,5691.10961,0.999496925
BH A/26,355.5018138,2.245250432,2.830087056,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,846.43289,4.594127807,5.833584116,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,1726.723096,7.979274611,9.591377102,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,2708.585248,10.67357513,12.36845046,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,3775.090689,12.46977547,14.44661734,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,4790.810157,13.64421416,15.8836247,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,5755.743652,14.54231434,16.93311707,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,6737.605804,15.16407599,17.78327151,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,7753.325272,15.75129534,18.49642909,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,8752.116082,16.02763385,19.07551556,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,9767.83555,16.30397237,19.57009653,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,10732.76904,16.44214162,19.97123181,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,11765.41717,17.13298791,20.3416828,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
,12747.27932,17.3402418,20.64830439,30,892.81,2.2,42.2,12.9,57.8,80,0,5.2,10.7,4.1,0.73,12747.27932,21.08161071,2721.161011,0.997895762
BH A/29,365.7540138,2.56239647,2.633286911,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,830.1796636,4.517432785,5.307311835,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
,1675.048579,6.808820719,8.895461966,30,983.86,1.3,38.9,24.7,61.1,76,0,4.5,13.8,5.7,0.8,12690.81693,19.5413597,3160.834324,0.996571527
