Sample,Pressure (kPa),EXP_ADS (mL/g),Langmuir_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),Max. EXP Pressure (kPa),Lan. Vol. Con. VL (mL/g),Lan. Pres. Con. PL (kPa),Correlation coefficient (R^2)
,6718.528015,13.24767209,16.67381612,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,7701.6186,14.07426205,17.45641202,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,8914.733292,14.58940363,18.25314801,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,9928.393009,15.2432066,18.80960619,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,10757.5244,15.48295707,19.20649612,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,11709.46257,15.72240455,19.60928694,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
,12722.77762,15.92715828,19.98654214,30,771.63,3.3,37.9,16.1,62.1,61.8,0,8.8,15.9,13.5,0.72,12722.77762,20.98862727,3922.572144,0.997949487
BH E/4,331.7535545,0.710659898,1.023490627,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,1691.943128,2.944162437,4.357318042,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,2687.203791,4.027072758,6.173996116,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,3665.876777,5.076142132,7.61488595,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,4694.312796,6.057529611,8.858524156,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,5672.985782,6.903553299,9.847493539,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,6718.009479,7.377326565,10.74232155,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,7680.094787,7.715736041,11.44985402,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,8691.943128,8.087986464,12.09755005,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,9720.379147,8.460236887,12.67326156,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,10682.46445,8.934010152,13.1495842,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,11710.90047,9.204737733,13.60322415,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
,12722.74882,9.509306261,14.00227338,30,329.25,2.7,43.3,29.2,56.7,60.5,0,7.1,11.2,21.2,0.67,12722.74882,14.36285015,6549.943187,0.99849778
BH E/7,321.8099284,0.655172414,0.82583993,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,829.4644344,1.137931034,1.992684934,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,1692.803598,2.344827586,3.668399047,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,2708.229219,3.448275862,5.262587425,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,3672.667833,4.24137931,6.49899151,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,4670.922872,5.034482759,7.565740365,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,5652.182242,5.724137931,8.45182342,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,6683.991338,6.206896552,9.247686683,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,7698.833916,6.620689655,9.922360036,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,8713.559887,6.896551724,10.51049066,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,9694.556888,7.275862069,11.0115911,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,10709.28286,7.551724138,11.47190453,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,11723.89222,7.689655172,11.88260133,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
,12704.62685,7.75862069,12.2396318,30,420.2,3.2,51.1,30.8,48.9,58.4,0,5.5,15.7,13.5,0.66,12704.62685,12.17241621,6680.712685,0.997671686
BH E/9,372.2721972,0.344827586,0.790013562,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,863.2225554,1.068965517,1.728387549,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,1726.211894,1.862068966,3.144082565,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,2707.617025,2.724137931,4.472164116,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,3705.784608,3.413793103,5.591074001,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,4687.102282,4.172413793,6.517093905,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,5668.215892,4.689655172,7.308290383,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,6716.845744,5.068965517,8.035915535,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,7697.667833,5.24137931,8.627522452,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,8695.398134,5.413793103,9.157261936,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,9693.157588,5.620689655,9.626679508,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,10724.70431,5.793103448,10.05890628,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,11705.64301,6.103448276,10.42757953,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
,12720.31068,6.310344828,10.77189172,30,447.26,2.3,44.2,37.3,55.8,57.2,0,5.6,10.9,26.3,0.69,12720.31068,9.444293507,6325.632536,0.995222511
BH E/12,355.5018138,1.519861831,1.809910371,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,863.3615478,3.281519862,3.961481677,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,1760.580411,5.526770294,6.878428044,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,2742.442563,7.150259067,9.216400691,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,3741.233374,8.531951641,11.00742286,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,4740.024184,9.637305699,12.40180386,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,5755.743652,10.77720207,13.53517536,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,6754.534462,11.67530225,14.44619289,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,7770.25393,12.57340242,15.21777,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,8769.04474,12.71157168,15.85935676,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,9750.906892,13.22970639,16.40103554,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,11731.55985,13.60967185,17.29155779,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
,12781.13664,14.05872193,17.67964416,30,573.73,1.3,43.6,17,56.4,67.2,0,7.9,8.4,16.5,0.74,12781.13664,19.04181249,4406.429058,0.997792937
BH E/14,398.5051924,2.19132263,2.641960085,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,829.5943234,3.809171126,4.925383823,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,1707.688265,6.302839896,8.359833875,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,2717.567374,8.256562181,11.06985699,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,3743.668769,9.839250446,13.02715521,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,4752.934665,11.05098433,14.46557073,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,5695.945623,12.09424376,15.5177929,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,6770.936863,12.83364392,16.47685672,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,7746.476013,13.23601555,17.18559103,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,8722.07091,13.70584066,17.77930581,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,9730.639972,14.0744059,18.29960606,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,10788.68422,14.3079447,18.7653478,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,11747.52724,14.50799567,19.13083826,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
,12756.17992,14.97774114,19.46819319,30,746.12,1.2,42.4,21.7,57.6,75.2,0,5.9,11.4,7.4,0.8,12756.17992,18.88820648,3353.087951,0.998959027
BH E/15,369.4543499,1.311696452,2.097151098,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,893.1595363,3.624739371,4.50903962,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,1616.372723,5.868205413,7.078737341,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,2707.714625,7.73079771,9.881997192,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,3691.388489,9.317317143,11.71264401,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,4720.531617,10.14379347,13.17763114,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,5703.595689,10.93584118,14.28200224,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,6701.931071,11.62422427,15.19275347,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,7715.51125,12.17440048,15.95643485,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,8744.283201,12.51728533,16.605774,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,9727.188197,13.10207954,17.13418141,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,10709.74853,13.23782452,17.59105309,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,11707.92483,13.71895411,17.99606124,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
,12721.2664,13.95825009,18.35728635,30,759.68,2.6,37.2,20.8,62.8,64.8,0,7.3,16.7,11.2,0.74,12721.2664,17.62080903,3430.383938,0.998479644
BH E/16,563.0434783,1.981493868,3.027358269,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,1689.130435,5.363359346,7.246324219,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,2678.26087,7.001969528,9.757300214,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,3667.391304,8.64057971,11.61029395,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,4686.956522,9.903047194,13.07256731,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,5691.304348,10.99461167,14.20848737,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,6665.217391,11.88112226,15.10338602,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,8689.130435,13.20951319,16.51961361,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,9708.695652,13.44633965,17.07328543,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,10697.82609,13.92255667,17.53642615,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,11702.17391,14.05685619,17.94653718,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
,12736.95652,14.12270531,18.31723072,30,866.07,1.6,38.8,20.3,61.2,77.9,0,6.5,8.4,7.2,0.73,12736.95652,19.80013799,4648.072565,0.997492028
BH F/07,447.8672986,0.947546531,1.576690295,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,845.971564,1.759729272,2.806436132,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,1758.293839,3.181049069,5.152068463,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,2770.14218,4.771573604,7.186499847,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,3848.341232,5.854483926,8.896918556,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,4793.838863,6.768189509,10.11708969,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,5855.450237,7.377326565,11.25627455,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,6850.7109,7.783417936,12.15407448,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,7962.085308,8.392554992,13.00596648,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,9023.696682,8.934010152,13.70246073,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,10068.72038,9.272419628,14.2985052,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,11097.1564,9.644670051,14.81418705,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,12109.00474,9.983079526,15.26456766,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
,13021.32701,10.321489,15.62969271,30,485.31,2.7,39.8,30.8,60.2,60.3,0,9.2,12.1,18.4,0.69,13021.32701,15.055192,6167.030296,0.998946787
BH F/10,376.5281174,1.364576744,1.667866761,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,821.5158924,2.484569221,3.361728688,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,1745.721271,4.549814489,6.167695121,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,2687.041565,6.265452152,8.33375902,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,3713.93643,7.841443398,10.16417346,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,4723.716381,8.997811479,11.58781772,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,5699.266504,9.909338827,12.70844212,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,6709.046455,10.75102159,13.67203062,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,7684.596577,11.34786363,14.45746935,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,8728.606357,11.56026125,15.1745465,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,9738.386308,11.8774685,15.77158908,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,10696.82152,12.36937268,16.26730324,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,11723.71638,12.7215877,16.73544574,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
,12750.61125,13.21366287,17.14948091,30,687.55,3.6,42.1,19.4,57.9,65.8,0,9.4,11.3,13.5,0.72,12750.61125,18.27803055,4970.295118,0.998360379
BH F/11,387.9339067,2.195540309,2.543871963,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,876.2417167,3.97941681,5.107138767,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,1734.516332,6.552315609,8.457000282,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,2727.112307,9.159519726,11.18257555,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,3769.175397,10.70325901,13.24482732,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,4743.861857,11.97255575,14.70277175,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,5751.833525,12.89879931,15.88795675,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,6742.932241,13.72212693,16.82622142,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,7784.275496,14.40823328,17.63474287,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,8724.784152,14.95711835,18.24674559,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,9732.323918,15.36878216,18.80596322,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,10773.37924,15.71183533,19.300944,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,11747.34586,16.12349914,19.70289193,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
,12754.85683,16.50085763,20.06804794,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,12754.85683,21.24879815,3710.058522,0.99953811
BH F/13,355.5018138,1.347150259,1.825496187,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,829.5042322,2.625215889,3.85661624,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,1692.86578,4.870466321,6.713987034,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,2691.65659,6.493955095,9.124051766,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,3656.590085,7.875647668,10.86911652,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,4655.380895,9.32642487,12.27404093,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,5671.100363,9.8791019,13.41066604,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,6669.891173,10.56994819,14.32086462,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,7668.681983,11.19170984,15.07763776,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,8667.472793,11.98618307,15.71676281,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,9666.263603,12.71157168,16.26369546,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,10681.98307,13.19516408,16.74451621,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,11680.77388,13.64421416,17.15727864,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
,12696.49335,13.81692573,17.52693732,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,12696.49335,19.75197822,5484.360491,0.99803422
BH F/ 14,380.0217155,2.04778157,2.213261305,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,12692.7253,20.20667847,4224.354316,0.997360474
