Bore hole,Pressure (kPa) ,Adsorption (cc/g),Ash (%),Moisture(%),Fixed Carbon (%),Volatile matter (%),Carbon (%),Hydrogen (%),Nitrogen (%),Sulphur (%),Oxygen (%),Vitrinite (%),Inertinite (%),Liptinite (%),Mineral matter (%),Mean (Reflectance) Ro%,VL(cc/g)ADB,PL(Kpa) (ADB),VL(cc/g) (DAF),PL(Kpa) (DAF),Gas Content (cc/g) ADB,Gas Content (cc/g) DAF
BH B/22,348.5004141,1.685540902,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,861.9831486,2.999649592,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,1723.40883,5.324724452,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,2749.956199,7.447040647,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,3726.331549,8.861214641,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,4719.124299,10.14044183,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,5744.723974,11.11604867,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,6720.458238,11.75450752,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,7745.779179,12.3928469,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,8771.239488,13.19982002,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,9763.168164,13.43351809,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,10738.59582,13.70098273,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,11747.08126,13.96836774,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
,12772.03985,14.16825943,17.5,1.8,56.1,43.9,82.7,5.5,2.2,0.4,9.2,74.5,9,7.3,9.2,0.79,19.2,4238,23.9,4238,4.26,5.31
BH B/24,339.0177805,1.657194692,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,785.6505741,3.55592,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,1662.584343,6.07534528,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,2677.251543,8.041753701,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,3676.382305,9.766404254,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,4675.088865,10.93837882,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,5688.881145,11.76489303,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,6656.461806,12.38426737,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,7700.796706,13.00345233,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,8714.32386,13.48454405,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,9712.288064,13.68933565,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,10695.11352,14.17050312,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,11708.37555,14.30617234,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
,12706.4458,14.64913294,25.3,1.9,68.3,31.7,84.6,5.4,2.9,0.6,6.5,49,15,12,24,0.82,18.7,3470,25.9,3470,5.68,9.43
BH B/27,410.8695652,1.742549238,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,1704.347826,5.80776663,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,2663.043478,8.164399851,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,3652.173913,9.495317726,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,4686.956522,10.75774805,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,5691.304348,11.64418432,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,6680.434783,12.49646971,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,7715.217391,12.90419918,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,8704.347826,13.51716834,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,9693.478261,13.92500929,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,10728.26087,14.36692679,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,11732.6087,14.50122631,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
,12721.73913,14.77231512,24.5,1.5,61.5,38.5,84.2,5.3,1.8,0.4,8.3,67.8,4,11.7,16.5,0.8,18.7,3352,25.3,3352,5.37,9.89
BH C/5,374.0019801,0.941697367,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,850.6210138,1.77912051,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,1703.383601,2.30389095,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,2726.163312,3.247202995,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,3664.053437,3.911558122,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,4737.873979,4.959526814,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,5692.658738,5.728453606,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,6716.03333,6.323335075,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,7705.261727,6.918131562,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,8728.695807,7.478169975,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,9752.665281,7.724620869,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,10673.95821,8.110189045,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,11697.57076,8.565698285,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
,12687.86994,8.533319736,26.7,4,53.6,46.4,77,5.5,3.2,0.5,13.8,36.8,25.8,18.8,18.6,0.62,13.2,7119,18.2,7119,4.09,5.65
BH C/8,457.6271186,0.966097513,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,898.3050847,1.96673734,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,1728.813559,3.24275385,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,2711.864407,4.518393991,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,3677.966102,5.483195122,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,4745.762712,6.482287655,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,5694.915254,7.447130604,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,6745.762712,7.997214869,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,7728.813559,8.685635666,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,8762.711864,9.063050178,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,9796.610169,9.44046469,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,10694.91525,9.818213753,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,11711.86441,10.02295851,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
,12728.81356,10.40041484,26.1,3.4,55.4,44.6,80.1,5.7,2.5,0.5,11.2,52,10.2,12.1,25.7,0.66,15.7,6531,22.4,6531,3.55,5.03
BH C/17,353.4969623,1.166380789,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,858.1594416,2.43567753,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,1732.587172,4.253859348,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,2707.532773,5.831903945,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,3699.178565,7.30703259,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,4723.994389,8.301886792,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,5731.966057,9.22813036,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,6706.047855,9.777015437,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,7713.702794,10.32590051,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,8704.484783,10.77186964,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,9745.712864,11.32075472,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,10719.53552,11.56089194,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,11710.00078,11.62950257,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
,12734.3847,12.10977702,25.9,2.7,57.4,42.6,81,5.1,2.2,0.6,11.1,57.1,8.4,10.2,24.3,0.73,16.8,4842,23.7,4842,6.37,8.91
BH C/20,355.5018138,2.31433506,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,829.5042322,4.248704663,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,1743.651753,6.321243523,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,2725.513906,8.082901554,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,3690.4474,9.568221071,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,4689.23821,10.91537133,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,5721.886336,11.95164076,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,6754.534462,12.74611399,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,7736.396614,13.36787565,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,8718.258767,14.30051813,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,9750.906892,14.50777202,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,10715.84039,15.06044905,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,11748.48851,15.16407599,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
,12730.35067,15.75129534,19.5,2.4,58.1,41.9,82,5.6,2.6,0.4,9.4,38.4,30.8,17,13.8,0.76,19.6,3420,25.3,3420,5.72,7.32
BH C/25,816.5113465,3.763097743,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,1754.450818,5.764237789,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,2707.635087,7.627170963,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,3706.606773,9.144568023,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,4689.882946,10.21295372,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,5688.403917,11.14313255,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,6656.249704,12.10792938,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,7669.750345,12.55447885,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,8683.357037,13.13919731,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,9697.06978,13.86208477,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,10725.62963,13.92863162,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,11708.4816,14.44434134,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
,12706.57837,14.82184418,24.6,2.2,63.5,36.5,85.3,5.4,2.2,0.5,6.6,77.1,6,7.1,9.8,0.82,19.6,4194,26.8,4194,8.24,12.41
BH C/26,334.0563991,2.997483435,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,789.5878525,5.279168684,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,1655.097614,8.820503535,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,2672.451193,11.20303614,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,3659.436009,13.44935645,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,4676.789588,14.80974254,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,5678.958785,15.72723544,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,6681.127983,16.44029903,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,7713.665944,17.15328872,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,8685.466377,17.38942452,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,9702.819957,18.06837961,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,10689.80477,18.2022638,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,11691.97397,18.50646879,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
,12694.14317,18.60624448,22.5,1.1,67,33,86.8,5.5,1.7,0.5,5.5,61.9,4.8,15.3,30.9,0.87,22.5,2451,29.8,2451,4.86,8.24
BH D/6,406.779661,1.000765284,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,847.4576271,2.31228594,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,1728.813559,4.106311709,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,2694.915254,5.520162926,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,3694.915254,6.588507362,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,4728.813559,7.518598904,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,5728.813559,8.310604825,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,6745.762712,8.929857356,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,7745.762712,9.514609392,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,8762.711864,10.16840424,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,9779.661017,10.40769131,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,10711.86441,10.95806831,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,11694.91525,11.50831985,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
,12694.91525,11.885818,22.5,3.8,60.4,39.6,79.2,5.7,2.7,0.5,11.9,54.9,17.9,4.5,22.7,0.69,17.2,6010,23.7,6010,2.24,3.08
BH D/9,393.6430318,0.980004103,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,855.7457213,2.48465471,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,1779.9511,4.340109768,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,2721.271394,5.880922256,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,3748.166259,7.142228187,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,4740.831296,8.33351856,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,5819.070905,9.42012755,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,7753.056235,10.50887377,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,8745.721271,10.89596833,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,9789.731051,11.2482261,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,10782.39609,11.63532067,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,11740.8313,11.81253954,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
,12750.61125,12.19967685,21.6,3.4,57.7,42.3,80.1,5.3,2.3,0.5,11.8,65.8,11.3,9.4,13.5,0.72,17.6,5502,23.4,5502,3.45,4.6
BH D/11,353.2666148,0.89193825,26.1,3.8,57.5,42.5,80.6,5,2.5,0.6,11.3,57.7,13,10,19.2,0.74,15.6,5843,22.3,5843,3.02,4.31
,857.9578875,2.195540309,26.1,3.8,57.5,42.5,80.6,5,2.5,0.6,11.3,57.7,13,10,19.2,0.74,15.6,5843,22.3,5843,3.02,4.31
,1748.625114,3.361921098,26.1,3.8,57.5,42.5,80.6,5,2.5,0.6,11.3,57.7,13,10,19.2,0.74,15.6,5843,22.3,5843,3.02,4.31
,2689.939986,4.87135506,26.1,3.8,57.5,42.5,80.6,5,2.5,0.6,11.3,57.7,13,10,19.2,0.74,15.6,5843,22.3,5843,3.02,4.31
